epc,antennaIndex,frequency,time,RSSI,phase,dopplerShift,velocity,x,y,z,angle
100000000000000000000000,1,921125000,0,-47.5,2.73048580243644,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46695205432299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51,4.51603943953533,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-43,6.06229207372405,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46695205432299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.75502949504261,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.883572933822129,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.49149574692916,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.05615615057251,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.908116626428299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.05615615057251,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.71207803298181,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.50376759323224,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46695205432299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-43.5,4.46695205432299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.04388430426943,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.7673013413457,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51,4.53444720898996,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.883572933822129,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.4976316700807,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.0684279968756,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.47308797747453,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.908116626428299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.76116541819415,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.76116541819415,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.47308797747453,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.4976316700807,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-43,6.06229207372405,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.914252549579842,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.883572933822129,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.50376759323224,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-43,6.05002022742097,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.75502949504261,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46695205432299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.895844780125215,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-43,6.05615615057251,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.51603943953533,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.76116541819415,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-43.5,4.46081613117144,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.7673013413457,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.52831128583841,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-43,6.05615615057251,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.889708856973672,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.4546802080199,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.908116626428299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-43,6.08069984317868,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.47308797747453,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.71207803298181,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.50990351638379,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.52831128583841,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.06229207372405,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.68753434037564,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.4546802080199,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.926524395882927,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.53444720898996,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.0684279968756,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-43.5,4.47308797747453,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.75502949504261,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.914252549579842,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.70594210983027,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51,4.49149574692916,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.908116626428299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-43,6.05002022742097,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46081613117144,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-43,6.06229207372405,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.47922390062607,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51,4.4976316700807,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.7243498792849,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.895844780125215,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-43,6.07456392002714,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51,4.50990351638379,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-43.5,4.47922390062607,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.889708856973672,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.75502949504261,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.74275764873953,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-43,6.0684279968756,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.908116626428299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.50990351638379,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46695205432299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46081613117144,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.05002022742097,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.901980703276757,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.73662172558798,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51,4.4976316700807,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.871301087519044,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.05615615057251,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.5405831321415,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46695205432299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.74275764873953,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.920388472731385,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.52831128583841,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.08069984317868,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.7673013413457,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-43.5,4.46695205432299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46695205432299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.895844780125215,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.52831128583841,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.08069984317868,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.75502949504261,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.74889357189107,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.50376759323224,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.889708856973672,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-43,6.08683576633022,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46081613117144,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.4976316700807,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46695205432299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.901980703276757,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.74275764873953,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-43,6.05615615057251,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.08069984317868,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.926524395882927,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51,4.52831128583841,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46081613117144,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.74889357189107,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.914252549579842,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.08069984317868,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.75502949504261,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.47308797747453,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51,4.50990351638379,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.47922390062607,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-43,6.06229207372405,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.75502949504261,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.920388472731385,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51,4.52831128583841,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.52831128583841,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.0684279968756,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.7243498792849,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46695205432299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.889708856973672,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-43,6.0684279968756,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46695205432299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.895844780125215,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.74889357189107,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.52831128583841,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.73662172558798,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.4976316700807,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.06229207372405,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.883572933822129,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.47308797747453,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.47308797747453,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.52831128583841,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.859029241215959,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-43,6.08069984317868,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.76116541819415,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.883572933822129,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51,4.49149574692916,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.05615615057251,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46695205432299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.74889357189107,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.71821395613336,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.877437010670587,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.05002022742097,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46695205432299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.50990351638379,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.50376759323224,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.926524395882927,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.7243498792849,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-43,6.04388430426943,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46695205432299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.07456392002714,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46695205432299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.4976316700807,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.895844780125215,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.75502949504261,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.871301087519044,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.74275764873953,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51,4.50376759323224,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.08069984317868,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46695205432299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.877437010670587,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-43,6.06229207372405,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.73662172558798,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.47308797747453,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.51603943953533,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51,4.51603943953533,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.914252549579842,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.0684279968756,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46695205432299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.76116541819415,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.47922390062607,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.06229207372405,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.877437010670587,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.73048580243644,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46081613117144,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.889708856973672,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46081613117144,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.07456392002714,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51.5,4.4976316700807,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.75502949504261,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000004,1,921125000,0,-51,4.5405831321415,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.914252549579842,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000002,1,921125000,0,-42.5,6.07456392002714,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000003,1,921125000,0,-44,4.46695205432299,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.76116541819415,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000001,1,921125000,0,-44.5,0.914252549579842,0,0,0.400032012939453,1.63,0,-5399.92822265625
100000000000000000000000,1,921125000,0,-47.5,2.75502949504261,0,0,0.400032012939453,1.63,0,-5399.92822265625
